ID,Name,Description,Aliases
"exicon-1763416523175-single-arm-row","Single Arm Row","<p>A unilateral pulling exercise where you row a weight (coupon, dumbbell, or kettlebell) toward your hip while supporting yourself with the opposite hand. Start in a staggered stance or bent-over position with one hand braced on a stable surface. Pull the weight up toward your hip, keeping your elbow close to your body and squeezing your shoulder blade back at the top of the movement. Lower with control and repeat. This exercise builds back strength, improves muscular imbalances, and engages the core for stability</p>",""
"exicon-1765591933707-single-leg-pickle-pusher-","Single Leg Pickle Pusher ","In the @Pretzel Crunch position, execute a Pickle Pusher. Flapjack. ",""
"exicon-1753308857452-singlet-merkin","Singlet Merkin","<p>6-count merkin. 4 counts are a Makhtar N''diaye. The other 2 are a standard merkin.</p>",""
"exicon-1766598831110-sit-up-&-scuttle-","Sit up & Scuttle ","<p>Start with a situp with a block. On the up you need to chuck that block as far as you can. Then you crab walk to where your block landed and repeat</p>",""
"exicon-1753308857669-six-minutes-of-mary-aka-6mom","Six Minutes Of Mary","<p>aka 6MOM An abdominal #Routine of no specific composition as long as it promotes #TBQ. ''Inspired by psycho-killer with the 7-minute ab workout in the movie, Something About Mary.</p>","[object Object]; [object Object]"
"exicon-1753308857895-six-minutes-of-uncle","Six Minutes of Uncle","<p>A cousin of Six minutes of Mary. A pull up #Routine of no specific composition that like it's cousin will promote #TBQ. Some goods ones include: pull-ups, chin-ups, Panseys, hanging leg lifts, and Mexican Jumping Beans. By the end of six minutes the PAX will be crying UNCLE to the QIC.</p>",""
"exicon-1753308858116-six-pack","Six Pack","<p>1 pull-up, 5 merkins (11's style but with 6's). Once at 5 pull-ups 1 merkin, go back down to 1 pull-up, 5 merkins.</p>",""
"exicon-1753308858343-sixty-second-arm-circles-aka-ssacs","Sixty Second Arm Circles aka SSACs","<p>aka SSACs Start in T Plank (left arm up) 15 IC roll to back for LBCs 15 IC roll to T Plank(right arm up) 15 IC roll to back for merkin 15 IC More than 60 seconds but catchy name</p>",""
"exicon-1753308858758-slaughter-starter","Slaughter Starter","<p>20 burpees OYO in the AO parking lot before any other exercises or running is completed.</p>",""
"exicon-1753308858969-sleep-walkers-123","Sleep Walkers 123","<p>3 part Routine. Start with 1 Squat, 2 Toe Touches (each leg 1), 3 Lunges. Then increase in the same ratio (2 squats, 4 toe touches, 6 lunges, etc.) upward to 10 squats, or number of your choosing.</p>",""
"exicon-1753308859182-sleeping-bunny","Sleeping Bunny","Murder Bunny exercise performed in a ZigZag route. Murder Bunny out \"X\" distance set by Q, rotate body and cindy 45 degrees, Murder Bunny out \"X\" distance set by Q, rotate body and Cindy opposite 45 degrees. Rinse and Repeat.",""
"exicon-1753308859472-sleeping-hillbillies","Sleeping Hillbillies","<p>Lay on either your right or left side - do unilateral Hillbillies with one arm and one leg ... one hand behind your head and same side knee comes up to elbow. Flapjack.</p>",""
"exicon-1781102636213-sliders","Sliders","<p>Set your coupon down and high plank with your coupon close to the outside of one hand.</p><p>Grab your coupon with the hand further from the coupon and slide past your opposite shoulder.</p><p>Plant your hand back to high plank with the coupon now to the outside of the other hand. </p><p>Repeat. </p><p>Works best with Kettle Bell</p>",""
"exicon-1753308859678-slinky","Slinky","<p>Modified bear crawl. In bear crawl position, extend arms out, then pull legs in. Keep legs straight. Do not extend all the way out as in an Inch Worm.</p>",""
"exicon-1753308859889-slugger","Slugger","<p>Run DMC's: Run a series of laps around the Q as designated. After the first lap, do 20 Diamond Merkins (D); after the second lap, do 20 Merkins (M); after the third lap do 20 Carolina Dry Docks (C) to complete a round. Rinse and Repeat as desired.</p>",""
"exicon-1753308860101-smurf-jacks","Smurf Jacks","<p>Side straddle hop performed in the squat position. Can be done in cadence or OYO.</p>",""
"exicon-1763422317244-snapper-burpee","Snapper Burpee","<p>An explosive 6-count burpee variation that combines multiple challenging elements. The sequence: (1) squat down and place hands on ground, (2) jump feet back to plank position, (3) perform a hand-release merkin where you lift hands off the ground and clap at the bottom, (4) perform a standard merkin (push-up), (5) jump feet back to hands, (6) explode into a tuck jump, bringing your knees up toward your chest at the top. This high-intensity movement builds upper body strength, explosive leg power, cardiovascular endurance, and total body conditioning. The combination of hand-release merkin, standard merkin, and tuck jump makes this significantly more challenging than a standard burpee.</p>",""
"exicon-1753308860443-snapshot","Snapshot","<p>Grab a sandbag (pavers or other beefy coupon possible, but only with wide separation between pax and done on a forgiving surface). Pax line up shoulder to shoulder with generous spacing between. Squat and shot put the weight with both hands. Broad jump forward. Lunge. Pick up sandbag and repeato for 50-100 yards. / Hit your neighbor with the sandbag? 10 burpees OYO then continue. Hit the Q? 20 burpees OYO. The same with a paver? Dial 911. / Named after a submariner's \"oh, damn!\" act of knee-jerk launching a torpedo without looking where it's going.</p>",""
"exicon-1753308860658-sneaky-gorilla","Sneaky Gorilla","<p>Facing the side, drop to a low squat and put knuckles on ground. Kick one leg out to the side in the direction you will be traveling (you'll be in a low lateral lunge). Slide across to a lateral lunge with the other leg straight, keeping knuckles on the ground as you slide. Now spin around 180 degrees, kick the new front leg out to a lateral lunge, slide across, spin, etc. The longer the distance to travel, the greater the burn. Resembles a gorilla trying to tip-toe/sneak into a room.</p>",""
"exicon-1753308860868-snowflake-plank","Snowflake Plank","<p>A variation of the high plank. Start in high plank with back straight, but bend knees to 90 degree angle, keeping them as close to the ground as possible without touching the ground. Hold for as long as Q deems necessary. Great for obliques. Named Snowflake, because they're ''special'', and for an M named Snowflake that suggested them.</p>",""
"exicon-1753308861080-snowman-shuffle","Snowman Shuffle","<p>Mosey between pain stations while shaking and extending arms down by your side. Move improves blood flow past unbent elbows. Excellent for recovery between pain stations of repeated arm exercises.</p>",""
"exicon-1753308861294-snuffy","Snuffy","<p>Named in honor of our dear Snuffalofagus. While performing a Chinook, the Pax will also simultaneously perform a standing Pickle Pounder.</p>",""
"exicon-1753308861505-solo-tesh","Solo Tesh","<p>While standing, begin with the kettlebell in the clean position. Single-arm overhead press the kettlebell and hold for 10 seconds. Return kettlebell to clean position and hold for another 10 seconds. As many reps as desired: repeat with other arm.</p>",""
"exicon-1763420596325-solstice-burpee","Solstice Burpee","<p>A 9-count burpee variation that incorporates stretching and yoga-inspired movements, making it easier and more recovery-focused than a standard burpee. The sequence: (1) squat down and place hands on ground, (2) step or jump feet back to plank, (3) lower fully to the ground, (4) push up into upward dog/cobra stretch, (5) push back into downward dog stretch, (6) extend and hold the downward dog, (7) jump or step feet back to hands, (8) return to squat position, (9) stand up. This 'stretchy burpee' can be used during rest periods, as active recovery, or as a gentler alternative to traditional burpees while still providing full-body movement</p>",""
"exicon-1774903288130-spam","SPAM","<p><strong>S</strong>quats</p><p><strong>P</strong>ull-ups</p><p><strong>A</strong>bs</p><p><strong>M</strong>er’cans</p><p>Designate a route of about 100-150 meters to run at the end of each round. Adding in stairs gives a bonus.</p><p>PAX perform as many of each SPAM exercise for 1:30 with no rest in between. Start with 1:30 of Squats then 1:30 of Pull-ups, 1:30 Abs (can decide a specific ab exercise or let PAX choose their own), 1:30 Mer’cans. After completing SPAM they have 1:30 to run the designated route and return. The PAX that make it back before the end of the timer can rest until the next beep and then start over at S. Any straggling PAX will jump back in to the current exercise when they return and continue .</p><p>Each set takes 7:30 for SPAM and the run so you can decide beforehand how many rounds you’d like to do and set your TABATA for the number of sets. 5 sets is 37:30 which is optimal for a complete workout with a disclaimer and warmup. </p><p>SmartWOD Timer is a good free app to use. Set a TABATA timer up as follows:</p><p> 5 Rounds</p><p>1:30 Work</p><p>00:00 Rest</p><p>5 Sets</p><p>0 Rest</p><p>Reduce sets as desired to use this is a part of your workout alongside other things.</p>",""
"exicon-1753308861710-spartan","Spartan","<p>PAX line up and sprint 100 yrds, do 10 merkins at the finish and walk back to the start all together. Q starts each sprint race with a verbal call. Continue until you have done 30 x100 yrd sprints and 10x30 = 300 Merkins. PAX will be nursing home walking for several days.</p>",""
"exicon-1762193474974-spartan-hammer","Spartan Hammer","Spartan Hammer: A four-count core exercise consisting of two @American Hammer L+R, followed by two Toe Taps, right hand to left toe, then left hand to right toe. Feet always off the ground.",""
"exicon-1775452529132-special-merkins","Special Merkins","<p>Named after Special Delivery of Stronghold. </p><p></p><p>This merkin is no cheat. </p><p>Hand release at the bottom</p><p>Hand release at the top, meaning explode upward. Bonus points if you add a clap but not needed. </p><p>Emphasize full range of motion for those PAX whose merkin range of motion is 2 inches total. </p>",""
"exicon-1753308861923-speed-humpers","Speed Humpers","Speed Humpers 60 seconds straight of Monkey Humpers, as fast as possible. Preferably done in an area with multiple Speed Humps and with signs pointing out said Speed Humps as this is the perfect place to do them.",""
"exicon-1753308862219-sphinx-merkin","Sphinx Merkin","<p>Start in a low plank with your elbows on the ground, looking like the Sphinx. Push your self up using your triceps only. Your hands should never leave the ground. The merkin is complete when your elbows are locked. Then return to the starting position with your elbows on the ground once agin not moving your hands and using your triceps.</p>",""
"exicon-1753308862425-spiced-rum-squat","Spiced Rum Squat","Spiced Rum Squat Raise one leg and place on a surface 18-24 inches off the ground, think Captain Morgan stance; then perform a squat. Your 6 should touch your raised leg heel for maximum impact. Alternate between left and right leg being raised. Benches and Picnic Table Seats work very well.",""
"exicon-1753308862716-spiderman-crawl","Spiderman Crawl","<p>Similar to <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1753308837185-peter-parker-(and-parker-peter)\" data-label=\"Peter Parker (and Parker Peter)\" data-mention-suggestion-char=\"@\">@Peter Parker (and Parker Peter)</span> and a <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1763413467600-bear-crawl\" data-label=\"Bear Crawl\" data-mention-suggestion-char=\"@\">@Bear Crawl</span> combination. It's a low crawl similar to the way Spiderman climbs a wall.</p>",""
"exicon-1753308862925-spiderman-merkin","Spiderman Merkin","<p>Starting position in high plank, bring right knee to right elbow and hold. Perform Q's desired number of merkins either IC or OYO. Switch to left side and bring left knee to left elbow and hold. Perform Q's desired number of merkins either IC or OYO.</p>",""
"exicon-1753308863145-sprinkler","Sprinkler","<p>Extend arms straight out in front of the body. Twist arms to one side of the body while raising and twisting the knee and hip the opposite direction. Can be done IC or OYO. Repeat both sides until the Q halts. Like a pretzel, twisting, sprinkler head thingy. Good back and hip stretch. Sound effects optional.</p>",""
"exicon-1757988693284-squat-jacks","Squat Jacks","It's an air squat, but each time you come up you jump your feet out wider (like a jumping jack), then returning to your original narrow squat stance to squat again. In cadence: 1 - squat, 2 - up, 3 - feet out wide, 4 - back to squat stance. Can be reversed so that you start in a wide stance, squat, jump to a narrow stance, jump out wide, squat, repeat. ",""
"exicon-1753308863359-squat-potato","Squat Potato","<p>Hot potato in squat position. PAX form a circle with everyone facing out. PAX then pass a heavy object around the outside of the circle while in squat position until the Q says halt. Add more objects in depending on the size of the circle.</p>",""
"exicon-1763420695555-squat-rocket","Squat Rocket","<p>A combination strength exercise using two stacked coupons (cinderblocks, sandbags, etc.) that trains legs, arms, and core simultaneously. Start with two coupons stacked vertically on one side of your body. Drop into a mid-squat position, grab the top coupon, perform a one-arm curl to bring it above waist height, then pass it to the opposite hand and place it down on the other side of your body - all while maintaining the squat position. Repeat with the second coupon to complete the transfer. Once both coupons are stacked on the opposite side, flap-jack (switch sides) and repeat. This exercise builds functional strength, grip endurance, and leg stamina while challenging coordination.</p>",""
"exicon-1753308863579-squat-thrust","Squat Thrust","<p>Begin from a standing position. Move hips back and lower the torso to \"sit\" as deeply as possible while maintaining an upright position. Return to a full standing position while also mimicking arms pressing upward as if to thrust weight over your head.</p>",""
"exicon-1753308863785-squat-walking-rockette","Squat Walking Rockette","<p>Start in a parallel squat with arms in front and kick your left leg toward your right hand, squat back down, kick your right leg toward your left hand, squat back down and repeat.</p>",""
"exicon-1780509608611-squat-wall-taps","Squat Wall Taps","<p>Start with your back to a wall… Squat, then twist until you can touch your right hand to the wall behind your left shoulder. Squat again, then twist until you can touch your left hand to the wall behind your right shoulder. Control every rep.</p>",""
"exicon-1771602401733-squeezer","Squeezer","<p>Similar to the <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1771602325381-juicer\" data-label=\"Juicer\" data-mention-suggestion-char=\"@\">@Juicer</span> , but on your belly.</p><p>All pax come together in a hugging circle, drop to your 6 and lay back, then roll over prone. Place right ankle over the left ankle of the person to your right. Lift left ankle while the other pax applies downward force with their right. Straight count as along as the Q calls it, then switch ankles and repeat.</p>",""
"exicon-1753308863993-squerkin","Squerkin","<p>Two man teams. First man in merkin position with second man behind holding first mans legs at his waist. First man does one merkin with his legs elevated. Second man performs one squat using the body weight of the first man's legs. Begin again for # of reps called by Q.</p>",""
"exicon-1772137780535-squirrel","Squirrel","<p>Squat + coupon (or sandbag) curl. Done \"on my down\".</p><p>Starting position is the same as a coupon curl. Do a squat getting your legs to 90 degrees while doing a curl. Coupon should come up to chest/face. Elbows will likely touch your knees when you are squatting and at the top position of the curl. Stand back up while lowering coupon to starting position and repeat to desired rep count.</p>","[object Object]"
"exicon-1753308864215-squirrel-splat","Squirrel Splat","<p>military, hand-release merkin + frogger military, hand-release merkin: 1. down 2. arms in cross with chest on ground 3. up frogger 1. Plank in arms outstretched position 2. Jump both legs outside hands 3. Jump back to plank.</p>",""
"exicon-1753308864504-stagger-merkins","Stagger Merkins","<p>Merkins but with one arm positioned up and away from the body while the other hand is in its regular position.</p>",""
"exicon-1753308864713-stairbarrows","StairBarrows","<p>Wheelbarrow position - up one flight of stairs. Space permitting the down partner then does 10 Derkins (partner holding legs). Flap Jack if another flight up. If not same partner return down the stairs and flap jack at bottom for another round.</p>",""
"exicon-1753308864928-stairway-to-seven","Stairway to Seven","<p>Obvious derivative of the Robert Plant...At a stadium, wide stairwell or amphitheater, start with 1 Burpee at bottom, 1 incline push-up on first step, run to top, 1 squat on top step, then run back down. Repeat 7 times up increasing reps of each exercise by 1 each time, so you finish with 7 burpees, 7 incline push-ups, run to top, 7 squats at top. Other exercises ascending from 1-7 can be added or substituted, such as supine pull-ups if you have the apparatus available, like a stadium railing.</p>",""
"exicon-1753308865137-star-jack-burpee","Star Jack Burpee","<p>A burpee variation that includes a StarJack instead of the jump at the end. The StarJack is performed by jumping and raising your arms and legs out to your sides, so your body forms an ''X'' in mid-air.</p>",""
"exicon-1753308865485-starfish-crunch","Starfish Crunch","<p>The PAX lay spread eagle on their backs, feet just above ground. On count of 1, the PAX crunch at the core bringing the left leg and right arm together, On 2, return to start. On 3, crunch bringing the right leg and left arm together, on 4, return to start. Rinse and repeat many, many times.</p>",""
"exicon-1753308865697-steel-blades","Steel Blades","<p>The evil twin of Blades of Steel - Laying flat on your back, push your upper body up using your elbows. If you are super BA, you push you six off the ground so you are in a reverse plank on your heels and elbows.</p>",""
"exicon-1753308865913-step-into-the-circle","Step into the Circle","<p>Performed to the song Move by Thousand Foot Krutch, Pax plank up in a circle. Every time the song says move take one plank walk to the left then to the right the next time it says move. Whenever it says Circle the Pax spin in a circle. The progression goes: plank walk right one step, spin in a circle, plank walk left one step. For all the studs out there you can do merkins or plank jacks waiting on the verses, but for most 3 + minutes of plank-walking and spinning in circles is plenty. Great warm-up and will get the sweat dripping and the shoulders burning to start off the workout.</p>",""
"exicon-1753308866135-step-ups","Step Ups","<p>On a low wall, raise each leg one at a time up on the wall. Sometimes the second leg can be brought up to the chest before placing on wall. Often times done in a ladder along with another exercise.</p>",""
"exicon-1753308866355-steve-earle","Steve Earle","<p>Starting position is standing w/hands behind your head. In four-count cadence, perform Copperhead Squat with a Hillbilly thrown in on the 4th count of the cadence.</p>",""
"exicon-1771457323727-still-c.a.l.v.e.s.","Still C.A.L.V.E.S.","<p>Play Dr. Dre's \"Still D.R.E.\"</p><p>Use a curb, cindy, or just the ground for <strong>Calf Raises</strong>. Pulse the raises to the piano beat. Do not let heels touch the ground if possible.</p>",""
"exicon-1753308866575-stink-b.o.m.b.s.","Stink B.O.M.B.S.","<p>B.O.M.B.S. x 2 on reps + use a spoke layout. Set 5 cones out surrounding the Shovel Flag. Pax #1 starts the B.O.M.B.S. reps at the first cone while pax #2 goes to the Shovel Flag to do exercise chosen by the Q (for example 50 curls or 50 LBC's). Pax #2 then swaps with Pax #1. Work at same spoke until all reps are completed. Then move to next spoke. Q can change center exercise with each move to next spoke. B.O.M.B.S = 100 Burpees, 200 Over Head Presses, 300 Merkins, 400 Big Boy Sit-ups, 500 Squats.</p>",""
"exicon-1753308866813-stirkin","Stirkin","<p>Steps ups, one each leg, then irkin using same surface as used for the stepups</p>",""
"exicon-1753308867032-stump-huggers","Stump Huggers","<p>Start out in the bear crawl position hold in a plank. Come down to elbow (plank) on left arm then right, then up to hands.</p>",""
"exicon-1753308867243-sugar-bear-crawls","Sugar Bear Crawls","<p>Modified bear crawl. In bear crawl position, legs stay straight and bounce side to side and propel the body forward.</p>",""
"exicon-1753308867460-sugar-cookie","Sugar Cookie","<p>Works best on a baseball field with wet grass and a dirt infield. Do a called number of Supermans while kicking legs in cadence, as though you are swimming in the grass. Sprint to dirt infield and do called hand-release merkins followed by big boys. Rinse and repeat 3 rounds. Replicates a Navy punishment where you have to jump in the ocean followed by exercises on the beach. You get covered by sand and look like a sugar cookie.</p>",""
"exicon-1753308867674-suicide-ladder","Suicide Ladder","<p>A shuttle run with an exercise set after each return to the starting line. After each full shuttle run the exercise count goes up by five reps. Repeat until out of time or until no one can take it anymore.</p>",""
"exicon-1753308867891-suicide-squats","Suicide Squats","<p>Start in normal starting squat position, squat, ~50% of regular squat, then back to normal starting position. Then go to full perpendicular regular proper squat, then back to normal vertical position, then finally go to full deep ankle squat before returning to vertical starting position. Q typically leads this exercise in a cadence of 1, 2, 3, or baby, regular, deep after which PAX reply with the rep count. Great towards the end of a warm-up to transition into the meat of the beatdown.</p>",""
"exicon-1753308868101-suicides","Suicides","<p>Done on basketball court or football field. On basketball court, start at end line, sprint to foul line, touch the ground, sprint back to end line touch the ground, sprint to mid court and touch line, sprint back to end line and touch line, sprint to far foul line and touch ground, sprint back to end line and touch the ground, sprint to far end line and touch the ground, sprint back to original end line. Rinse and repeat.</p>","[object Object]"
"exicon-1772136646509-sumo-deadlift-high-pull-(sdhp)","Sumo Deadlift High Pull (SDHP)","<p>Coupon exercise.</p><p>Straddle your vertical coupon in sumo (wide; more than shoulder width apart) stance with feet pointed out. Keep your back straight. Cross your arms and grab the top of your coupon. Lift up and raise your elbows up to your eyes like deadlift. Lower arms until coupon hits the ground. Repeat.</p>","[object Object]"
"exicon-1753308868314-sumo-squat","Sumo Squat","<p>Feet in wide stance (like a sumo wrestler), squat down and touch ground with both hands. For added fun can add sumo sounds and sumo leg lift between each rep. Also done by some groups as a jump squat with the same touch of the ground.</p>",""
"exicon-1753308868526-super-21","Super 21","<p>Do 1 merkin followed by 1 situp; 2 merkins / 2 situps; 3 merkins / 3 situps, etc., etc. ....... up to 21 merkins/ 21 situps (total of 231 merkins and 231 situps). Insert other exercises in between to allow for recovery (i.e. - Super 21 #1 - #10, Monkey Humpers x 21, Super 21 #11-#13, Mountain Climbers x 21, Super 21 #14-#15, etc.).</p>",""
"exicon-1753308868744-superman","Superman","<p>Lie prone on the ground with arms, legs, and head held up as high as possible. Hold position to tolerance.</p>",""
"exicon-1753308868965-superman-merkin","Superman Merkin","<p>Plank starting position. Combine a merkin with the superman move. Go down, superman (release hands, feet and hands up off the ground, move hands from over your head to beside you with arms bent at an angle), hands back under you and push up.</p>",""
"exicon-1753308869184-superman-yellow-sun-(and-red-sun)","Superman Yellow Sun (and Red Sun)","<p>While in Superman position, perform sun gods. Yellow sun going forward, red sun going reverse. Usually done in cadence. Best when ground is wet or frozen to elicit maximum mumble chatter.</p>",""
"exicon-1753308869400-supines","Supines","A sit-up performed from lying flat on your back with your knees flat on the ground. Sit up until you touch your toes.",""
"exicon-1753308869700-surfees","Surfees","<p>This name has been submitted twice: 1) Burpees in the surf, or 2) Similar to a burpee, but you jump up into the surf position with the majority of your weight on your back foot.</p>",""
"exicon-1753308869995-surfer-merkin","Surfer Merkin","Perform a 360-degree jump, then go down for a merkin, pop back up, and repeat.",""
"exicon-1753308870288-surftanamo","Surftanamo","Surftanamo Similar to Guantanamo, but performed in a straight line along the surf, incorporating the ocean.",""
"exicon-1753308870592-suzanne-somers","Suzanne Somers","Suzanne Somers Ode to the \"Thigh Master\" infomercial from everyone''s favorite girl on Three''s Company : Perform a regular squat but point your toes outward. This is a great exercise for the inner thigh. Ensure good form by keeping your stance wide, weight on your heels, and your back straight. Additionally, for a related exercise: All PAX circle up and get on their six. Lay on your right side with your right arm extended above your head. Bend your knees to bring your feet towards your rear with your heels in line with your spine. While maintaining this position, raise your left leg, keeping your knees bent and feet together, while your right leg remains on the ground. Lower your left leg back to the starting position to complete one rep. This can be done in cadence or OYO. After completing enough reps to feel the burn in your hip flexors and glutes, flapjack and repeat on your left side. These look almost as ridiculous as Monkey Humpers and result in a similar burn. Named after the star of the Thigh Master \"fitness\" craze commercials, this exercise is sure to get some mumblechatter flowing.",""
"exicon-1753308870892-sweat-angels","Sweat Angels","Sweat Angels On your six, perform a double dolly (arms and legs 6 inches off the ground) as if making a snow angel.",""
"exicon-1753308871194-swerkins","Swerkins","Swerkins Pushup with feet in in a playground swing. As you complete the pushup, bring your knees into your chest and back out.",""
"exicon-1753308871494-swingset-orangutans","Swingset Orangutans","<p>Jump up and grab the top of the swingset sideways, then walk hand over hand to the other end.</p>",""
"exicon-1753308871793-swirley","Swirley","<p>PAX holds the other's legs while they perform push-ups in a handstand position (as if receiving a swirly).</p>",""
"exicon-1753308872099-t-bomb","T-Bomb","<p>Start in a crab position, feet together under your 6, hands and feet on the ground. IC feet go: 1) Legs straight, feet together 2) Legs straight and spread 3) Feet back together and legs straight 4) Feet together and back under your 6 That is one rep. Don't let your 6 touch the ground!</p>",""
"exicon-1768157625523-tamaba","TaMABA","<p>A 4-minute Tabata routine, 8-rounds, 20-second on, 10-second off...</p><p>5 Burpees per round = 40 Burpees</p>",""
"exicon-1753308872316-tammy-wynette","Tammy Wynette","<p>Tammy Wynette''s country song hit ''Stand By Your Man'' inspires this exercise. Starting Position: PAX 1 assumes the merkin plank while PAX 2 stands beside \"his man.\" Exercise: PAX 1 performs merkins in sync with PAX 2, who does deep squats. Complete 10 reps either by Q call or on their own. At multiples of 10, partners switch, alternating between merkins and squats. For example: 1, 2, 3...10 (switch) 11, 12, 13...20 (switch) 21, 22, 23...30 (switch) Continue until reaching 200 reps, with 100 merkins and 100 squats per person. On each switch, the merkin participant should explode off the deck, similar to the 5-6 count of a burpee. The Q may substitute other standing or ground exercises as desired. An entire routine could consist of multiple ''Tammy Wynettes.''</p>",""
"exicon-1753308872612-tempo-merkin","Tempo Merkin","<p>Regular Merkin, in cadence, with a 3-count down and a 1-count up.</p>",""
"exicon-1753308872913-tennessee-iditarod","Tennessee Iditarod","Tennessee Iditarod Like the Iditarod race but without snow, huskies, or sleds. Wrap a climbing rope around PAX One''s waist. PAX Two holds the rope, like reins, behind PAX One. PAX Two provides resistance while PAX One pulls \"the sled.\" This works best with an AYG sprint and maximum resistance.",""
"exicon-1772322933565-the-2020-gobbler-challenge","The 2020 Gobbler Challenge","<p>5 Rounds for Time</p><p>F3 Standard Coupon or equivalent</p><ul><li><p>10 Block Swings</p></li><li><p>10 reps of associated exercise</p></li><li><p>15 Block Swings</p></li><li><p>15 reps of associated exercise</p></li><li><p>25 Block Swings</p></li><li><p>25 reps of associated exercise</p></li><li><p>50 Block Swings</p></li><li><p>50 reps of associated exercise</p></li><li><p>400M Run</p></li></ul><p>Round 1: Hand Release Merkins</p><p>Round 2: Body Weight Squats</p><p>Round 3: Rows</p><p>Round 4: Rowers</p><p>Round 5: Overhead Press</p><p>Total of 500 Swings and 100 reps of each exercise.</p>",""
"exicon-1772322846190-the-2021-gobbler-challenge","The 2021 Gobbler Challenge","<p>10 Rounds for Time</p><ul><li><p>50M Bear Crawl</p></li><li><p>10 Rowers</p></li><li><p>50M Bear Crawl</p></li><li><p>20 Hand Release Merkins</p></li><li><p>50M Bear Crawl</p></li><li><p>10 Rowers</p></li><li><p>50M Bear Crawl</p></li><li><p>20 Squats </p></li></ul><p>Rinse and repeat for 10 rounds…</p>",""
"exicon-1772321217278-2022-gobbler-challenge","The 2022 Gobbler Challenge","<p>60-minute AMRAP</p><p>F3 Standard Coupon or equivalent</p><p>400M Mosey after each round</p><ul><li><p>10 T Merkins</p></li><li><p>20 Body Weight Squats</p></li><li><p>30 Rowers</p></li><li><p>40 Overhead Presses</p></li><li><p>50 Block Swings</p></li><li><p>60 Flutter Kicks (Block Over Head)</p></li><li><p>70 Rows</p></li><li><p>80 Lunges</p></li><li><p>90 Crunches</p></li><li><p>Run 400M or Walk 200M</p></li></ul><p></p>",""
"exicon-1772321317443-the-2023-gobbler-challenge","The 2023 Gobbler Challenge","<p>60-minute AMRAP</p><p>F3 Standard Coupon or equivalent</p><p>This year's workout is in honor of Gobbler’s father, who owned and operated his farm for 40 years.  All exercises are inspired by farmwork.</p><p>100m Asymentric Farmer's Walk (Right)</p><p>(Round)*10x Overhead Press w/ Coupon</p><p>100m Overhead Carry</p><p>(Round)*10x Squats</p><p>100m Asymentric Farmer's Walk (Left)</p><p>(Round)*10x Rowers</p><p>100m Overhead Carry</p><p>(Round)*10x Block Swings</p><p></p>",""
"exicon-1772321426631-the-2024-gobbler-challenge","The 2024 Gobbler Challenge","<p>60-minute AMRAP</p><p>F3 Standard Coupon or equivalent</p><ul><li><p>50 Sitdown Overhead Presses</p></li><li><p>Run 400M</p></li><li><p>50 Cactus Squats</p></li><li><p>Run 400M</p></li><li><p>50 BBSU</p></li><li><p>Run 400M</p></li><li><p>50 Block Swings</p></li><li><p>Run 400M</p></li><li><p>50 SSH</p></li><li><p>Run 400M</p></li></ul><p>Rinse and repeat until the time is up...</p>",""
"exicon-1772321580295-the-2025-gobbler-challenge---“ladder-of-pain”-amrap","The 2025 Gobbler Challenge - “Ladder of Pain” AMRAP","<p>60-min Timer</p><p>F3 Standard Coupon or equivalent</p><p>400M Mosey after each round</p><ul><li><p>10 Overhead Squats</p></li><li><p>+20 HR Merkins</p></li><li><p>+30 Block Swings</p></li><li><p>+40 Front Squats</p></li><li><p>+50 OH Presses</p></li><li><p>+60 Rowers</p></li><li><p>+70 Sumo Squats</p></li><li><p>+80 High Rows</p></li><li><p>+90 LBCs</p></li><li><p>+100 Lunges (2x1)</p></li></ul><p></p>",""
"exicon-1780327160066-the-abdivator","The Abdivator","<p>The Abdivator is an ab workout taking place entirely on the ground. It is a ladder of movements that you will do up and down the body, consisting of the following</p><p></p><p>-10 Flutter Kicks (2 is 1)<br>-10 Heels to Heaven<br>-10 LBC’s<br>-10 American Hammers (2 is 1)<br>-10 World War I’s<br>-10 American Hammers (2 is 1)<br>-10 LBC’s<br>-10 Heels to Heaven<br>-10 Flutter Kicks (2 is 1)</p>",""
"exicon-1753308873538-the-bruce-and-the-cait","The Bruce and the Cait","<p>This is a simple Merkin that incorporates elements of balance and core strength. For \"The Bruce,\" start in a regular Merkin position with one leg crossed over the other at the ankle. When you come back up from the Merkin, switch legs. \"The Cait\" is very similar, but you switch legs at the bottom of the Merkin, not the top.</p>",""
"exicon-1753308873832-the-butkus","The Butkus","The Butkus The exercise is named after Rocky''s dog and resembles the rapid toe tapping Rocky Balboa exercise at curbside. Use the curb as a step and alternate stepping as quickly as possible for one minute, then rest for one minute. Continue this pattern for another minute. Complete the sequence in THREE ROUNDS, hopefully without a TKO.",""
"exicon-1753308874471-the-cooper","The Cooper","<p>Run one lap around the track. Then perform 10 burpees, 10 squats, and 10 merkins. Run another lap, then do 9 burpees, 9 squats, and 9 merkins. Continue this pattern, counting down to 1. It gets pretty brutal when you reach around 5.</p>",""
